"pol"	"place"	"time1"	"time2"	"Polity.Population"	"Polity.territory"	"Population.of.the.largest.settlement"	"scale.of.supracultural.interaction"	"ML11"	"ML6"	"ML1"	"ML4"	"ML2"	"ML3"	"ML7"	"ML5"	"ML9"	"ML12"	"ML8"	"ML10"
"Latium -264 -134"	"Latium"	-264	-134	3750000	430000	210000	6576506.57777778	0.626153970655191	-0.0120768558472753	1.01312483578391	0.718749401894981	0.459592077020017	-0.167550898933522	-0.395215899803355	-0.85794194142394	-0.41607972709127	-3.84480816660893	-1.47328053411618	0.61519494740844
"Latium -31 283"	"Latium"	-31	283	6e+07	4500000	1050000	1.7e+07	0.907838438133429	1.02936069183968	0.868249605700526	0.955074668365681	0.272355729662642	0.0265660456297588	-0.503725618201766	0.768149503189283	-0.672566302603556	-6.06926157968196	-0.89091124124471	0.0768164291616099
"Latium -3600 -1801"	"Latium"	-3600	-1801	14965144.9772727	1720265.20347003	170408.662280702	6576506.57777778	-1.52201053705822	-2.19042454761067	-0.863633003911281	-0.514986272623185	1.40953739324321	-1.11436606327107	-0.653295581879197	-0.0566004001689479	-1.70999523482295	-0.125106816205885	-1.41154481337404	0.137155838172025
"Latium -509 -265"	"Latium"	-509	-265	550000	15650	45000	62500	0.410491670012682	-0.393488191978184	1.15899662024152	0.955291884319296	0.767251297694393	-1.3808856944406	-0.361572915875839	-1.41790472558757	-0.439396784651737	-1.70304446128542	-1.54118166575854	0.791108481594738
"Latium -716 -510"	"Latium"	-716	-510	35000	1000	30500	1250000	-0.0886303050182938	-0.976707830258073	0.758237053496294	0.908853156664374	1.19073507420925	-1.61508039441565	-0.667116809209404	-1.12615025396067	0.22295476259137	0.23754146374783	-0.930617331902362	0.419524075114427
"Latium 1198 1308"	"Latium"	1198	1308	9e+05	44000	35000	6576506.57777778	1.07876038899238	0.635236889393641	0.693160194004988	0.707493145142059	0.0583656937646265	0.872604712196276	0.791066663983875	-0.46353074375679	0.209479467637007	0.79650852734143	-0.244029079029033	1.13191359949082
"Latium 1378 1526"	"Latium"	1378	1526	6e+05	44000	29000	6576506.57777778	1.03560053793256	0.53760690033955	0.703201749263024	0.707090561663804	-0.0579435775173595	0.968231027816069	2.43228356091761	-1.37946405056621	0.199736593135283	0.717855440822808	-0.299143968969191	1.41084030544819
"Latium 1527 1647"	"Latium"	1527	1647	1600000	44000	10000	6576506.57777778	1.00205850594226	0.927131341409357	0.70576162395784	0.0815404051323644	-0.0194235966813952	0.831012361922464	2.60412326428418	-1.11025380597384	0.170894237097165	0.511472152029798	0.136832412560727	1.15369862604613
"Latium 1648 1800"	"Latium"	1648	1800	1900000	44000	118000	6576506.57777778	0.353451974716129	0.963940288645303	0.898372707256269	-1.49043783206942	0.112705123308167	1.05509065339974	3.51145954553298	-0.853890799903427	0.0175071997588636	-0.518957762909812	-0.539476141436551	0.531810125649432
"Latium 284 394"	"Latium"	284	394	5.5e+07	4250000	8e+05	1.7e+07	0.937737208153448	0.981714040167169	0.827169288981039	0.482945231663138	0.293101880989652	0.174842968692799	-0.378175284434619	1.97975239530374	-0.307823505750541	-1.55954502037185	-0.707006515674017	0.414062947504276
"Latium 395 457"	"Latium"	395	457	14965144.9772727	2e+06	5e+05	6e+06	1.08000116565447	0.960795308656019	0.657313756882613	0.226880767545768	-0.458493703250959	1.08419949641556	0.024976560757885	1.3657052739773	0.109096692801131	-0.255687379158028	-0.158997311766456	1.13740775177458
"Latium 493 554"	"Latium"	493	554	5500000	635000	150000	6576506.57777778	0.661803757680338	0.855601775779605	0.877375951323954	0.36261911604864	0.291985754614401	0.916540437647361	-0.0738407438583966	1.49986601318216	-0.199555004478512	0.0935378469688362	-0.989695517692848	0.628960772449197
"Latium 568 710"	"Latium"	568	710	1e+06	50000	77500	6576506.57777778	0.403068880054776	0.43773508317355	0.955864503630564	0.756229191531907	0.381905631141203	1.09940587356295	-0.348992317617596	0.144507339339687	-0.230450683366952	-2.08328818800763	-1.07067214986771	0.515285131381381
"Latium 711 903"	"Latium"	711	903	917500	50000	70000	1.7e+07	0.513704962494464	0.351234295168333	0.843879638114925	0.536801408854204	0.258411828288239	1.04227871531829	-0.175269285364112	-0.617671708047206	0.0665441095779324	-0.919946647566511	-0.827117407243698	0.801740035182916
"Latium 904 1197"	"Latium"	904	1197	775000	6000	35000	1.7e+07	0.624100554374386	0.500884137074579	0.635073362315906	0.927389195569136	0.0961172318606169	0.950457987711964	-0.288348633681586	-1.26180719629318	0.481793662835515	0.744265034894019	-0.496271603464274	1.34216447928316
"Lena River Valley 1400 1642"	"Lena River Valley"	1400	1642	14965144.9772727	1720265.20347003	100	13100000	-0.471115434547671	-3.07504200488911	-0.964072084931664	-0.793810007811953	1.55305589941248	-1.84374483067406	-0.459945913537019	-0.804338984439344	-1.12544784681756	-0.427889518670106	-0.540679672233962	-0.181358884906434
"Lena River Valley 1643 1900"	"Lena River Valley"	1643	1900	14965144.9772727	1720265.20347003	170408.662280702	13100000	-0.439875585353255	-2.38539477249814	-0.489303497794017	-1.1082914668523	1.52244062480307	-1.96177755899198	1.33310770037355	-0.718929134341459	1.48715290725194	0.0450751792425578	-0.709584452617143	-0.439520080345975
"Lowland Andes 1534 1830"	"Lowland Andes"	1534	1830	300	16	300	5500000	-1.5635403991752	-2.5102252060428	-1.13542256101747	-0.747389344318631	-1.979086603971	-0.849565323493782	-0.569790586035435	-0.464142729150201	-0.878795236175008	-0.435035039993669	-0.681231421256703	-0.457841090392502
"Lowland Andes 1831 1931"	"Lowland Andes"	1831	1931	14965144.9772727	1720265.20347003	300	5500000	-1.28647570271197	-2.97424166582782	-1.06055112144632	-0.0631749842808613	-1.94708998516667	-0.643697752074666	0.776488778660363	-0.219579377152527	-0.993366238965712	-0.707904980640649	-1.02905300453401	-0.46539703262871
"Middle Ganga -187 -65"	"Middle Ganga"	-187	-65	5.9e+07	4e+06	160000	6576506.57777778	0.738946543267511	0.0745975966664467	0.803308757909106	0.651022581095724	0.924568922774639	0.528610544101706	-0.102005138718613	-0.0456435363735132	-0.133703166437319	0.434072272354771	-0.500969353791126	-2.08762834115137
"Middle Ganga -3000 -600"	"Middle Ganga"	-3000	-600	14965144.9772727	1720265.20347003	170408.662280702	6576506.57777778	-0.264666382428118	0.0811174437124815	0.141755206625562	-0.0344854668402716	0.793850595175886	-1.61083560837007	-0.190661000966415	-0.0270546729492731	-0.250973929898574	0.0173808478321749	-0.19895331597142	-0.00794564970611063
"Middle Ganga -324 -188"	"Middle Ganga"	-324	-188	1.8e+07	4e+06	50000	1700000	0.806955353603522	0.889105212005874	0.642962197195517	0.678394191246877	0.722561236641302	0.624480865817443	-0.312691806614787	0.118627657426602	0.00317209038258584	0.219785960111999	-0.470830946392423	-2.08766402625966
"Middle Ganga -600 -325"	"Middle Ganga"	-600	-325	14965144.9772727	1720265.20347003	30000	6576506.57777778	-0.321371001271644	-0.30466270066661	-1.1235438112644	1.1493199539458	1.02955456726309	-1.62387003028098	-0.757255527517425	-0.322570173359481	-0.413783378042038	-1.63762558445673	0.0181855849639622	-0.214158472349001
"Middle Ganga -64 34"	"Middle Ganga"	-64	34	14965144.9772727	1720265.20347003	170408.662280702	6576506.57777778	0.763666693053801	0.0268837957403511	0.825947282628026	0.623633981249468	0.956894700904302	0.464528352479971	-0.513482139509159	-0.0731128419012385	-0.16336917461382	0.623535150454824	-0.491661799413077	-2.04941803614204
"Middle Ganga -7000 -3000"	"Middle Ganga"	-7000	-3000	14965144.9772727	1720265.20347003	170408.662280702	6576506.57777778	-0.275448391290972	-0.00109458529024969	0.0109163569568148	-0.0180840060742749	-0.0417515999163692	0.138019345846832	-0.141920525357762	0.147047520813719	-0.00574898878966572	-0.118242696062392	0.0972424554988336	0.118747869568305
"Middle Ganga 1090 1202"	"Middle Ganga"	1090	1202	14965144.9772727	325000	86000	6576506.57777778	0.557382659207533	0.0101432786055296	0.458242744729368	0.560634734300181	1.04788544011141	0.478171704162457	-0.421605483051704	-1.03253167288189	0.249893284070982	0.457844547628662	-0.594160174330317	-2.34374306664164
"Middle Ganga 1206 1525"	"Middle Ganga"	1206	1525	14965144.9772727	3e+06	3e+05	6576506.57777778	1.16045515614675	0.831628583120259	0.806109003632156	0.275436007549951	0.275324205952123	0.787294213569292	2.29904540466764	1.62275361871083	-0.387328729031284	0.0596700143322313	-0.104520080222251	0.258131323174125
"Middle Ganga 1526 1803"	"Middle Ganga"	1526	1803	1.3e+08	3850000	4e+05	6576506.57777778	1.23916964647098	1.13904111085359	0.44436187889443	0.334987515917799	0.0445354948602331	0.865077227425892	2.38001814867912	1.4037978935274	0.0281065055171378	0.419874051170239	0.173476248899459	0.644650612109799
"Middle Ganga 320 514"	"Middle Ganga"	320	514	14965144.9772727	850000	150000	6576506.57777778	0.750351820730037	0.367711129974678	0.878938284878239	0.679372423589275	0.886592265279689	0.50852966028515	-0.386105055081983	-1.05003709417108	-0.275958731819725	0.472534378220972	-0.583333914991781	-2.11941407649903
"Middle Ganga 35 319"	"Middle Ganga"	35	319	13750000	2250000	1e+05	4e+06	0.80123981700061	0.426102146228825	0.71103512413538	0.585706125819507	0.959025572799977	0.390851453999885	-0.639373496025374	-0.926096696566053	0.0811759877478737	0.890185247415465	-0.556866791982566	-2.22766811530044
"Middle Ganga 550 606"	"Middle Ganga"	550	606	14965144.9772727	1720265.20347003	170408.662280702	6576506.57777778	0.587706196759665	0.0175690116212623	0.63538603558362	0.660118186406105	1.06633038132271	0.479803343758312	-0.402171374364994	-0.95711013446697	-0.00528232453014663	0.386948734410337	-0.617240610844389	-2.37766232580907
"Middle Ganga 650 779"	"Middle Ganga"	650	779	14965144.9772727	1720265.20347003	120000	6576506.57777778	0.358086506392725	0.269150572353987	0.702622841138666	0.397464876235602	1.00044364074474	0.52920391816665	-0.115988401712151	-1.03276721711298	0.0413301157428093	0.497363702205401	-0.526373655325975	-2.33084021249027
"Middle Ganga 780 809"	"Middle Ganga"	780	809	5500000	6e+05	1e+05	6576506.57777778	0.659393889630663	0.597993019973115	0.374750323422332	0.385635283774628	0.788745532918111	0.566417127733511	-0.201413339380385	-1.06547554492516	0.250458743900444	0.249760459806011	-0.0322080314622057	-2.20014830377329
"Middle Ganga 810 1030"	"Middle Ganga"	810	1030	14965144.9772727	1e+06	72000	6576506.57777778	0.498912486433332	0.0571152992733262	0.628928004153136	0.63428213257931	1.05262313409573	0.500209614105624	-0.470895697429988	-0.954962000648432	-0.00115331440819971	0.36875850197189	-0.560815960387309	-2.34626484309805
"Middle Yellow River Valley -1122 -795"	"Middle Yellow River Valley"	-1122	-795	10500000	850000	1e+05	6576506.57777778	0.343417720445177	0.671882024193529	0.435288180304286	0.750056749063898	-2.00946889356673	-1.74624369278567	-0.574506829558686	-1.14562648869486	0.0456292829416041	0.854893493025417	2.54009518158333	1.74524515567988
"Middle Yellow River Valley -1250 -1123"	"Middle Yellow River Valley"	-1250	-1123	5e+06	1e+06	4000	1e+06	-0.655313972885618	0.242673093980846	0.00844118881976064	0.850031064834357	-2.18219960916632	-1.61847680926635	-0.872276938066228	-1.05990142063703	0.536636094265331	0.607007606024023	1.61270481847607	-0.849699647830549
"Middle Yellow River Valley -1650 -1251"	"Middle Yellow River Valley"	-1650	-1251	2500000	375000	59500	6576506.57777778	-0.896786252122033	-0.129673122174284	0.29670537322751	0.846521994413267	-2.07093503663438	-1.43575765194482	-0.813274855216196	-1.24499856010136	-0.320628318854212	0.1597074793489	-0.0530669890246658	-0.784906412296795
"Middle Yellow River Valley -1850 -1651"	"Middle Yellow River Valley"	-1850	-1651	68000	15000	16750	6576506.57777778	-1.32803339175779	-0.24918537647581	0.3759289645344	0.452971985443344	-2.03878989427623	-1.19798603192455	-0.719671623426005	-0.0475924399186181	0.195828202959533	-0.142900926069983	-0.291510820238832	-0.937402365886154
"Middle Yellow River Valley -202 9"	"Middle Yellow River Valley"	-202	9	52500000	2433000	325000	3500000	1.06380079083249	0.979930142034686	0.658474285837779	-0.0396027672103508	-0.202781140097487	-1.06305296695003	0.312873716264538	-0.862732784963158	-0.53885351069144	1.60190442654488	2.8022135494504	0.57063061007451
"Middle Yellow River Valley -3000 -1900"	"Middle Yellow River Valley"	-3000	-1900	14965144.9772727	1750	30500	6576506.57777778	-1.67925262024774	0.0769311526454088	0.42966370456085	-0.44332603085982	-2.0677525253165	-1.03902450980713	-0.586256442119215	0.263177210651167	-1.05181714707564	-0.607710929255321	-1.11420334036065	-1.05611073628638
"Middle Yellow River Valley -338 -207"	"Middle Yellow River Valley"	-338	-207	4e+07	340000	2e+05	3500000	1.03309436861656	1.10320838455761	0.390792175192919	0.158108831262067	-0.366119757212305	-0.532110889585478	-0.227873814911225	-0.89941908417865	-0.320107413462624	0.620944294069763	2.88005224288675	0.177018049871616
"Middle Yellow River Valley -488 -223"	"Middle Yellow River Valley"	-488	-223	14965144.9772727	90000	170408.662280702	3500000	1.02080832198418	0.941395825342658	-0.258471804637292	0.323588394698787	-0.694899072219189	-0.711582114208809	-0.524762876941698	-1.11083672195927	0.587366614134533	-1.31883529616594	2.93202657491057	1.11697320311822
"Middle Yellow River Valley -5000 -3001"	"Middle Yellow River Valley"	-5000	-3001	20000	1720265.20347003	350	1e+06	-1.74394835041521	-0.96789394610082	-1.25833660336743	-0.265506645556086	-2.06085797652456	-0.831200919910758	-0.369496417824674	0.232721726862645	-1.1598850449144	-0.237712494776156	-0.793346040283379	-0.870085082311886
"Middle Yellow River Valley -794 -489"	"Middle Yellow River Valley"	-794	-489	14965144.9772727	160000	170408.662280702	9e+06	0.644266111422388	0.933313827566717	0.415186846362934	0.521237906600788	-0.348576436137049	-2.05757391488319	-0.707524430554653	-1.26027861410563	-0.152120887106796	0.0469652040702952	2.3409218476381	1.06006543318217
"Middle Yellow River Valley 1127 1234"	"Middle Yellow River Valley"	1127	1234	49500000	3600000	170408.662280702	3600000	1.05947263024293	0.918984779636051	0.677885233031363	0.222567854053652	0.348531107977996	0.475999071294376	1.78292426797835	-0.0739226491391652	-0.352210810823861	0.673832070583567	2.50529722340538	-0.361854524729948
"Middle Yellow River Valley 1271 1367"	"Middle Yellow River Valley"	1271	1367	72745500	17500000	8e+05	21500000	0.986301014628434	1.08547713501403	0.65946122445628	0.424956178780275	0.277919501242498	0.55488836376098	2.66943046660802	-0.0987199648552289	-0.374190794992257	0.814284439864259	2.57550270596491	-0.256475010339492
"Middle Yellow River Valley 1368 1643"	"Middle Yellow River Valley"	1368	1643	80454350	4427500	150000	4500000	1.38219029836687	0.948758560404562	0.626560551296037	0.0595439867212561	0.234873649744185	0.422347280138183	2.85308096045007	-1.00684701568847	-0.308691466372471	0.871432572896406	2.66709802267185	-0.370728137396145
"Middle Yellow River Valley 1644 1795"	"Middle Yellow River Valley"	1644	1795	1.2e+08	13100000	745400	13100000	0.974225775270315	0.958726017571816	0.654492926861041	0.390048644777478	0.330250704318667	0.481245950874326	2.84478985172768	-0.908367431140303	-0.338424134801436	0.520003762929517	2.82539497386277	-0.395634604456731
"Middle Yellow River Valley 1796 1912"	"Middle Yellow River Valley"	1796	1912	321500000	11300000	890892	11300000	0.961709458007449	1.18556663983708	0.690434777722374	0.309164539474962	0.255607257017997	0.608113779435232	3.22078692210751	-0.121891583746301	-0.48977984394395	0.0500582741852264	1.99077586810714	-0.306837777502863
"Middle Yellow River Valley 25 219"	"Middle Yellow River Valley"	25	219	37438704	2500000	1e+05	3500000	1.05506011017838	1.30708507199742	0.420124876190517	-0.277637094359676	-0.231550795747978	-1.05598448151948	0.120612588872935	-0.963357397540916	-0.325946599827383	1.57742733356758	3.07467654700607	0.674524711057835
"Middle Yellow River Valley 265 317"	"Middle Yellow River Valley"	265	317	16163863	4500000	6e+05	3500000	1.09750865615625	1.05572977031114	0.702317849943958	0.118562022289736	-0.1239651156715	-0.917134744637866	0.0726459086282262	-0.990366337430591	-0.570067556979918	1.2128153331352	2.33564595745712	0.575216664202645
"Middle Yellow River Valley 386 557"	"Middle Yellow River Valley"	386	557	3.2e+07	5e+05	6e+05	7500000	1.09048748549381	0.538794054275365	0.672596037254602	0.1140966656609	0.305470209860196	0.535734207572382	-0.103863911702094	-0.766520900891484	0.0798243590698994	0.618098156887988	0.772578659730255	-0.47197853027682
"Middle Yellow River Valley 581 617"	"Middle Yellow River Valley"	581	617	4.6e+07	3050000	5e+05	3500000	1.03914712948338	0.968630411560536	0.68585329388784	0.0897608724297517	0.358317324582136	0.351327467402354	0.389509952951794	-0.848338989500003	-0.523046299090902	0.569581384346221	2.65211719636058	-0.45149394592603
"Middle Yellow River Valley 618 762"	"Middle Yellow River Valley"	618	762	3.7e+07	3600000	1e+06	5500000	1.28105695906306	1.32258927043198	0.497202031230081	0.118570492930134	0.15750648738245	0.388655360381963	0.40053004555811	-0.977303924490259	-0.235487116614629	0.62918701365657	2.80740524202864	-0.22506008118554
"Middle Yellow River Valley 763 907"	"Middle Yellow River Valley"	763	907	6e+07	8e+05	1e+06	5500000	1.30441186516065	1.39184063723224	0.501610662596737	0.0059731620846595	0.125275459449329	0.388658471487831	1.46158560235617	-0.957357974080039	-0.275643908679936	0.687481630134983	2.92626910259883	-0.256642106639518
"Middle Yellow River Valley 960 1126"	"Middle Yellow River Valley"	960	1126	8e+07	2633500	5e+05	2500000	1.25629019115119	1.33071217667506	0.643982263967473	-0.343772160678517	0.181397052659784	0.423207125406687	2.28852411678337	0.0626479728265228	-0.45866583690332	0.73327356370638	2.84477401721421	-0.410400761930737
"Niger Inland Delta -250 49"	"Niger Inland Delta"	-250	49	250	7.5	125	2e+06	-1.32731310362412	-0.175875543807613	-1.51588171691834	-3.67426335949001	-0.0419876392742249	0.311963707893383	0.10835319344695	0.125176943112617	-0.495431710280368	-0.100335078758468	-0.826935235167838	-0.183433738714654
"Niger Inland Delta 1100 1202"	"Niger Inland Delta"	1100	1202	1250000	375000	17500	6576506.57777778	0.455301318658583	0.0166453652187872	0.698782826939104	0.401830477139341	0.135235988143717	-0.0923483465505879	-0.307274681512021	1.06002669696842	0.146018987817872	0.462057781610199	-1.00723444218729	-0.104377187678664
"Niger Inland Delta 1235 1410"	"Niger Inland Delta"	1235	1410	4500000	1800000	14500	1800000	0.505004808390677	0.363638585737283	0.691403678998311	-0.221701497390186	-0.0129400838499026	-0.096799649476654	-0.229933706485361	1.13464517074414	0.138816311646016	0.390089573746766	-0.638263205103126	-0.0886555816392061
"Niger Inland Delta 1494 1591"	"Niger Inland Delta"	1494	1591	4500000	650000	60000	1800000	0.471923092154409	0.558164529718033	0.870954515932091	0.0850154099928366	0.333145003423201	0.905333031980605	-0.190626100414223	1.18472440008759	0.0249178929861688	0.594863181224511	-0.557716380060633	0.605489991390243
"Niger Inland Delta 1591 1618"	"Niger Inland Delta"	1591	1618	2500000	447000	125000	4750000	0.923323380281599	0.551656144868798	0.812449802654393	0.0730054955684795	0.134226785835081	0.929175182988102	1.89767564922566	1.22909916710041	-0.0974721870694835	0.695632750683953	-0.0713902242287345	0.91738614934489
"Niger Inland Delta 1640 1711"	"Niger Inland Delta"	1640	1711	2e+06	250000	170408.662280702	6576506.57777778	-0.0560986469796062	-0.627173458493046	-1.2830127625264	0.920941085014503	0.562528365982526	0.957686118330753	0.419601895797667	-1.04647537594127	-1.16313548982175	0.150672691418301	-1.27945138786686	0.926687846235393
"Niger Inland Delta 1712 1818"	"Niger Inland Delta"	1712	1818	3500000	4e+05	30000	6576506.57777778	0.175109572212763	0.140838066808339	0.33754110231867	0.674911747386652	0.512275813700305	0.793012494013885	0.753764446373776	-1.04445875934174	-0.00669263990613191	0.727884961772802	-0.107479970338897	0.614643698929097
"Niger Inland Delta 400 899"	"Niger Inland Delta"	400	899	18000	1100	7500	25000	-1.53744418176809	-0.306654231812096	-1.45280617586894	-3.34710288481348	0.0483762844251809	0.41131139564489	-0.0735146854851593	0.110574450086021	-0.660228588110404	-0.351909335147939	-1.04877109774974	-0.215227190175298
"Niger Inland Delta 50 399"	"Niger Inland Delta"	50	399	2500	1000	1250	2e+06	-1.32699342118441	-0.175460752937264	-1.5159590543392	-3.67417181645158	-0.0424877013267997	0.311995812476084	0.104866184651671	0.125101489388032	-0.495898667489987	-0.0972610736159563	-0.830219677066498	-0.180847923954663
"Niger Inland Delta 700 1077"	"Niger Inland Delta"	700	1077	1125000	375000	17500	6576506.57777778	0.354709364608597	0.0521607411706913	-1.8429699622331	0.405556484105775	-0.0312314247406729	-0.0593775683870128	-0.378862128443915	-0.190846895496125	-0.489174113955449	0.484128963974531	-0.468987677060855	0.114837163353955
"Niger Inland Delta 900 999"	"Niger Inland Delta"	900	999	27500	1100	25000	25000	0.183109616507236	-0.138319600526354	-2.06389568317764	-1.58496432835538	-0.183831577748069	0.0362546889574143	-0.392133386997348	-0.102268228891138	0.200218138506751	-0.385643221381258	0.0987822766570034	0.107460153591087
"North Colombia 1050 1524"	"North Colombia"	1050	1524	4543.5	150	2550	6576506.57777778	-1.29796762332359	0.356198928365474	-1.91811114686993	-1.69441149888288	0.134820574382288	-0.563603641637582	-0.320156114261636	-1.17753593244974	0.00936887861920344	0.0661835664892362	-0.404498886419363	0.359351536409484
"North Colombia 250 1049"	"North Colombia"	250	1049	14965144.9772727	1720265.20347003	750	6576506.57777778	-0.898202946955628	-0.22245362148665	-1.78952724456413	-1.58333878890269	-0.0201694830720514	0.248455246884119	-0.372509903536487	-0.0955829846917958	-0.228662142322871	-0.505239434421896	-0.310128316797463	0.0429723173742528
"Orkhon Valley -1400 -300"	"Orkhon Valley"	-1400	-300	62500	875000	170408.662280702	6576506.57777778	0.389403137867833	-1.77671924779232	0.642044873078354	0.384126899930155	-1.79619277505287	-1.75958665355555	-0.676402000869823	0.0397515854057257	-2.87559949241107	-0.0417333247296337	-0.590123613705355	-0.991569993862325
"Orkhon Valley -209 -60"	"Orkhon Valley"	-209	-60	1500000	4100000	4000	6576506.57777778	0.495252958716146	-1.38022868957072	0.652828502212385	0.518550747078447	-1.82385703158478	-1.7890715917526	-0.567410071314883	0.0257795379825325	-3.15124311177752	0.0977154544712079	-0.586710252248143	-1.02309843233158
"Orkhon Valley -59 99"	"Orkhon Valley"	-59	99	1250000	3600000	4000	6576506.57777778	0.570868927916105	-1.04853256631527	0.532254641845209	0.306097652430224	-1.90278564142983	-1.81559802789962	-0.538957007649934	0.189032808100791	-2.88266554896165	0.20401308938844	-0.353476404644064	-1.06893157556799
"Orkhon Valley 100 250"	"Orkhon Valley"	100	250	1250000	3400000	170408.662280702	6576506.57777778	0.265748935914757	-1.71326054067204	-1.66819249995347	0.582551641610356	-2.25564654710274	-1.51153554494735	-0.85069436298593	-0.180965350706148	1.74967882503129	0.171033204445366	1.31864902654111	-0.510272709719561
"Orkhon Valley 1126 1205"	"Orkhon Valley"	1126	1205	1e+05	80000	500	6576506.57777778	0.00968590484832337	-2.28174257668493	-1.14827550225739	-0.640803581067858	-2.12255585581212	-1.44045190022807	-0.76356054901549	0.117811337981944	1.0537628189707	-0.0451684540037466	1.55015386080069	-0.782612521898422
"Orkhon Valley 1206 1270"	"Orkhon Valley"	1206	1270	14965144.9772727	25221806	170408.662280702	6576506.57777778	1.08544449048919	0.830066116971901	0.16750660556126	0.317771604839365	-2.73211370489973	-1.47934470282395	0.856590501187472	0.129417967469481	0.277066397253575	-0.00365363573406177	1.03405591444516	-0.691666143410727
"Orkhon Valley 1271 1367"	"Orkhon Valley"	1271	1367	72745500	17500000	8e+05	21500000	0.986301014628434	1.08547713501403	0.65946122445628	0.424956178780275	0.277919501242498	0.55488836376098	2.66943046660802	-0.0987199648552289	-0.374190794992257	0.814284439864259	2.57550270596491	-0.256475010339492
"Orkhon Valley 1368 1689"	"Orkhon Valley"	1368	1689	55000	2750000	170408.662280702	6576506.57777778	0.538177604923624	-0.446904142692448	0.609229624655512	0.267617371970144	0.788907180181371	0.601297563479884	0.98509015371394	-0.058517801318161	0.217486438032651	0.174822893984597	-0.21796806212583	-0.561281276820213
"Orkhon Valley 1695 1745"	"Orkhon Valley"	1695	1745	1100000	190000	170408.662280702	6576506.57777778	0.471650632269365	-0.0951642656641219	0.578897347925024	0.102275793308145	0.669594069601543	0.732258748539358	1.8814206133299	0.206072959364245	0.121607505899711	-0.154091040459068	-0.125018745147925	-0.580899652376632
"Orkhon Valley 1796 1912"	"Orkhon Valley"	1796	1912	321500000	11300000	890892	11300000	0.961709458007449	1.18556663983708	0.690434777722374	0.309164539474962	0.255607257017997	0.608113779435232	3.22078692210751	-0.121891583746301	-0.48977984394395	0.0500582741852264	1.99077586810714	-0.306837777502863
"Orkhon Valley 300 551"	"Orkhon Valley"	300	551	750000	4e+06	170408.662280702	6576506.57777778	-0.0774127374285448	-1.06022379826088	1.02840276048105	0.556655603688451	1.100474882148	-0.117061042650356	-0.658237345366457	0.221657382614037	-0.789133215600344	-0.949315032474923	1.67331733308845	-1.00423198482107
"Orkhon Valley 583 630"	"Orkhon Valley"	583	630	450000	4750000	170408.662280702	6576506.57777778	0.40917890819402	-0.604044078697573	0.253902790386348	-1.86259330372789	0.723872073678614	-0.219615162424095	-0.496775961760258	0.00358605808690154	0.901455236262312	-0.74507923185034	1.82012442660554	-0.823916601414943
"Orkhon Valley 684 744"	"Orkhon Valley"	684	744	450000	3500000	170408.662280702	6576506.57777778	0.558711572668502	-1.0532373286415	0.553647287418403	-1.94049849084059	0.83097876280427	-0.201619770294565	-0.368867295072533	0.0620125792434086	0.688974852822305	-0.710190433197066	0.465308178162453	-0.791929266966791
"Orkhon Valley 745 840"	"Orkhon Valley"	745	840	450000	2250000	170408.662280702	6576506.57777778	0.195538223839979	-0.00506950342433077	-0.157945928024595	0.285264882291377	0.258360506427041	0.897113644289215	-0.577852001671118	-0.804453742055213	0.974593163967814	0.140690871286649	-0.135299894772324	0.818353701612381
"Orkhon Valley 841 907"	"Orkhon Valley"	841	907	14965144.9772727	1720265.20347003	170408.662280702	6576506.57777778	0.222092767339185	-0.394895654318028	-0.0146320559564824	0.184285510067858	-2.29227596409459	-1.53143445515405	-0.387811100787305	-0.232856968692437	0.0449050772222595	0.245926769215165	0.202535236943192	-0.659919348406782
"Oro PNG 1734 1883"	"Oro PNG"	1734	1883	14965144.9772727	1720265.20347003	700	940000	-1.73347749506163	-2.6378024412129	-0.890913400356049	-0.116427969293451	-1.74321375918668	-0.824940131326439	-0.537167693528373	1.56644513512766	-1.46152595709467	0.293271768594945	-1.16424002443246	-0.695921524820521
"Oro PNG 1884 1942"	"Oro PNG"	1884	1942	9000	22800	700	940000	-1.44846602659166	-1.6369887368481	-1.13926914027966	-0.621961855558854	0.512836368799807	1.75344531656816	1.05021809306085	1.50447656990269	2.98003109506546	0.474784984871825	-0.442006020568605	0.95788363467626
"Paris Basin -1000 -901"	"Paris Basin"	-1000	-901	550	1000	100	6576506.57777778	-0.402901843451014	-0.339373227451117	0.258999853356941	-0.00219751349817591	0.945914143276648	-0.722360274966959	-0.255238904097391	-0.335422237313686	-0.503965551283105	0.093499231228214	-0.643986115092914	0.273681842544016
"Paris Basin -174 -27"	"Paris Basin"	-174	-27	75000	15000	9000	6576506.57777778	0.0169073102680324	0.132715933681655	-1.82419918278209	1.09079049846207	0.661957365576076	-1.59838569968152	-0.498385498347475	0.547398587124149	2.1201955212676	0.35578758351586	-0.420001090279124	0.471515862272341
"Paris Basin -2200 -1001"	"Paris Basin"	-2200	-1001	1500	1720265.20347003	1500	6576506.57777778	-0.876218503251386	0.167524476574867	0.194654892802906	0.201425349985559	0.831887964390437	-0.493426232047383	-0.412186711306596	-0.160455185556111	-0.286744082519194	-0.113952180319015	-0.486491009808877	0.254312897877774
